     -0.06      -0.06       -0.2 	       2.4771535      0.025041865       -0.2048708 
     -0.06      -0.06  -0.194937 	       2.4935927      0.024554992      -0.19651082 
     -0.06      -0.06  -0.189873 	        2.509313      0.024046084      -0.18833566 
     -0.06      -0.06   -0.18481 	       2.5243324      0.023519252      -0.18035222 
     -0.06      -0.06  -0.179747 	       2.5386742      0.022978458      -0.17256434 
     -0.06      -0.06  -0.174684 	       2.5523567      0.022428342      -0.16497514 
     -0.06      -0.06   -0.16962 	       2.5654002      0.021871112      -0.15758568 
     -0.06      -0.06  -0.164557 	        2.577824      0.021309875      -0.15039578 
     -0.06      -0.06  -0.159494 	       2.5896495      0.020746794       -0.1434085 
     -0.06      -0.06   -0.15443 	       2.6008946       0.02018575      -0.13662352 
     -0.06      -0.06  -0.149367 	       2.6115803      0.019628201      -0.13003509 
     -0.06      -0.06  -0.144304 	       2.6217232      0.019076508      -0.12364318 
     -0.06      -0.06  -0.139241 	       2.6313446       0.01853286      -0.11744489 
     -0.06      -0.06  -0.134177 	       2.6404602      0.017998831      -0.11143611 
     -0.06      -0.06  -0.129114 	       2.6490887      0.017477053      -0.10561167 
     -0.06      -0.06  -0.124051 	       2.6572459      0.016967976     -0.099967184 
     -0.06      -0.06  -0.118987 	       2.6649488      0.016473074      -0.09449797 
     -0.06      -0.06  -0.113924 	       2.6722132      0.015993588     -0.089198295 
     -0.06      -0.06  -0.108861 	       2.6790539      0.015530942     -0.084061768 
     -0.06      -0.06  -0.103797 	       2.6854864      0.015085018     -0.079082242 
     -0.06      -0.06 -0.0987342 	       2.6915225      0.014657752     -0.074253898 
     -0.06      -0.06 -0.0936709 	       2.6971765      0.014249028     -0.069569298 
     -0.06      -0.06 -0.0886076 	       2.7024611      0.013860295     -0.065022525 
     -0.06      -0.06 -0.0835443 	       2.7073872      0.013491257     -0.060606158 
     -0.06      -0.06  -0.078481 	       2.7119671      0.013140587     -0.056312562 
     -0.06      -0.06 -0.0734177 	       2.7162101      0.012812416     -0.052135219 
