     -0.12      -0.12          0 	       2.5704364     0.0015533214   -5.8987401e-11 
     -0.12      -0.12  0.0202703 	       2.5704387     0.0015525023    3.3322563e-05 
     -0.12      -0.12  0.0405405 	       2.5704322     0.0015575063    6.7311243e-05 
     -0.12      -0.12  0.0608108 	       2.5704266     0.0015614618    0.00010327974 
     -0.12      -0.12  0.0810811 	       2.5704189     0.0015687743    0.00014210833 
     -0.12      -0.12   0.101351 	       2.5704079      0.001577208    0.00018498353 
     -0.12      -0.12   0.121622 	       2.5703932     0.0015886646     0.0002331534 
     -0.12      -0.12   0.141892 	        2.570378     0.0016129985    0.00029154648 
     -0.12      -0.12   0.162162 	       2.5703522     0.0016187164    0.00035148285 
     -0.12      -0.12   0.182432 	       2.5703284     0.0016408765    0.00042558107 
     -0.12      -0.12   0.202703 	       2.5702936     0.0016658781    0.00051253174 
     -0.12      -0.12   0.222973 	       2.5702533     0.0016966333    0.00061573869 
     -0.12      -0.12   0.243243 	       2.5702033     0.0017344644    0.00073833338 
     -0.12      -0.12   0.263514 	       2.5701443     0.0017805314    0.00088546742 
     -0.12      -0.12   0.283784 	       2.5700659     0.0018389984     0.0010629473 
     -0.12      -0.12   0.304054 	       2.5699769     0.0019051981     0.0012733989 
     -0.12      -0.12   0.324324 	       2.5698627     0.0019880963     0.0015288896 
     -0.12      -0.12   0.344595 	       2.5697226     0.0020896866     0.0018375911 
     -0.12      -0.12   0.364865 	       2.5695579     0.0022157772     0.0022111136 
     -0.12      -0.12   0.385135 	       2.5693384     0.0023633128     0.0026634605 
     -0.12      -0.12   0.405405 	       2.5690785     0.0025466604     0.0032124261 
     -0.12      -0.12   0.425676 	       2.5687632     0.0027669186     0.0038777081 
     -0.12      -0.12   0.445946 	       2.5683726     0.0030387758     0.0046849629 
     -0.12      -0.12   0.466216 	       2.5678975     0.0033649242     0.0056681319 
     -0.12      -0.12   0.486486 	       2.5673101      0.003767458     0.0068620791 
     -0.12      -0.12   0.506757 	       2.5666054     0.0042470036     0.0083165286 
     -0.12      -0.12   0.527027 	        2.565731     0.0048226224      0.010076442 
     -0.12      -0.12   0.547297 	       2.5646623     0.0055302574      0.012215807 
     -0.12      -0.12   0.567568 	       2.5633561     0.0063855164      0.014823064 
     -0.12      -0.12   0.587838 	       2.5617552     0.0074181148      0.017992244 
     -0.12      -0.12   0.608108 	        2.559794     0.0086715804      0.021848177 
     -0.12      -0.12   0.628378 	        2.557388      0.010179805      0.026533184 
     -0.12      -0.12   0.648649 	       2.5544345      0.012000174      0.032226431 
     -0.12      -0.12   0.668919 	       2.5508063        0.0141914      0.039140899 
     -0.12      -0.12   0.689189 	       2.5463449      0.016818397      0.047533756 
     -0.12      -0.12   0.709459 	       2.5408493      0.019971119      0.057710172 
