     -0.12      -0.12          0 	       2.7904326     0.0017038869   -1.2477808e-05 
     -0.12      -0.12  0.0202703 	       2.7904319      0.001703746   -2.5130527e-06 
     -0.12      -0.12  0.0405405 	       2.7904281     0.0017030244    7.3611331e-06 
     -0.12      -0.12  0.0608108 	       2.7904234      0.001703957    1.8195106e-05 
     -0.12      -0.12  0.0810811 	       2.7904158     0.0017065166    3.0679005e-05 
     -0.12      -0.12   0.101351 	       2.7904054     0.0017103462    4.4618236e-05 
     -0.12      -0.12   0.121622 	       2.7903929     0.0017148471    6.1267613e-05 
     -0.12      -0.12   0.141892 	       2.7903778     0.0017214661    8.1619871e-05 
     -0.12      -0.12   0.162162 	       2.7903597     0.0017292771    0.00010635627 
     -0.12      -0.12   0.182432 	       2.7903372     0.0017400394    0.00013693869 
     -0.12      -0.12   0.202703 	       2.7903096     0.0017523264    0.00017475282 
     -0.12      -0.12   0.222973 	        2.790278     0.0017666699    0.00022114578 
     -0.12      -0.12   0.243243 	       2.7902408     0.0017900483    0.00027837038 
     -0.12      -0.12   0.263514 	       2.7901956     0.0018157634    0.00035041761 
     -0.12      -0.12   0.283784 	        2.790143     0.0018473296    0.00043850807 
     -0.12      -0.12   0.304054 	        2.790078     0.0018879254    0.00054887934 
     -0.12      -0.12   0.324324 	       2.7899996      0.001938856    0.00068573436 
     -0.12      -0.12   0.344595 	       2.7899065     0.0020000507    0.00085622924 
     -0.12      -0.12   0.364865 	       2.7897931     0.0020780003     0.0010665709 
     -0.12      -0.12   0.385135 	       2.7896562     0.0021733854      0.001327953 
     -0.12      -0.12   0.405405 	       2.7894911     0.0022915796     0.0016517749 
     -0.12      -0.12   0.425676 	       2.7892919     0.0024393683     0.0020536348 
     -0.12      -0.12   0.445946 	        2.789047     0.0026218642     0.0025510365 
     -0.12      -0.12   0.466216 	       2.7887482      0.002848725      0.003168582 
     -0.12      -0.12   0.486486 	       2.7883841     0.0031307326     0.0039333593 
     -0.12      -0.12   0.506757 	       2.7879384     0.0034773883     0.0048827291 
     -0.12      -0.12   0.527027 	       2.7873885     0.0039107621     0.0060536603 
     -0.12      -0.12   0.547297 	       2.7867185      0.004440613     0.0075073775 
     -0.12      -0.12   0.567568 	       2.7858924     0.0050970609      0.009306558 
     -0.12      -0.12   0.587838 	       2.7848776     0.0059050483      0.011533217 
     -0.12      -0.12   0.608108 	       2.7836258       0.00689927      0.014288093 
     -0.12      -0.12   0.628378 	       2.7820815     0.0081215645      0.017695688 
     -0.12      -0.12   0.648649 	        2.780172     0.0096197521      0.021908118 
     -0.12      -0.12   0.668919 	        2.777805       0.01145365      0.027112141 
     -0.12      -0.12   0.689189 	       2.7748666      0.013692557      0.033538161 
     -0.12      -0.12   0.709459 	       2.7712072      0.016417522      0.041466705 
     -0.12      -0.12    0.72973 	       2.7666418      0.019723524       0.05123626 
     -0.12      -0.12       0.75 	       2.7609292       0.02371894      0.063262291 
     -0.12      -0.12    0.77027 	        2.753771      0.028512308      0.078042282 
     -0.12      -0.12   0.790541 	       2.7447677       0.03423639      0.096159145 
     -0.12      -0.12   0.810811 	       2.7334226      0.041007431       0.11832299 
     -0.12      -0.12   0.831081 	       2.7190914      0.048931182       0.14533994 
     -0.12      -0.12   0.851351 	       2.7009471      0.058077414       0.17813471 
     -0.12      -0.12   0.871622 	        2.677932      0.068447261       0.21771799 
     -0.12      -0.12   0.891892 	       2.6487057       0.07993572       0.26514297 
     -0.12      -0.12   0.912162 	       2.6115971      0.092281251       0.32141082 
     -0.12      -0.12   0.932432 	       2.5645813       0.10502339       0.38732061 
     -0.12      -0.12   0.952703 	       2.5053225       0.11749397       0.46326112 
     -0.12      -0.12   0.972973 	       2.4313417       0.12889515       0.54900013 
     -0.12      -0.12   0.993243 	       2.3403336       0.13850987       0.64366748 
     -0.12      -0.12    1.01351 	       2.2305136       0.14597201       0.74633109 
     -0.12      -0.12    1.03378 	       2.1003066       0.15106701       0.85753581 
     -0.12      -0.12    1.05405 	       1.9458551       0.15165027       0.98110157 
     -0.12      -0.12    1.07432 	       1.7549431       0.13800292        1.1209393 
     -0.12      -0.12    1.09459 	       1.5032287      0.087713879        1.2612699 
     -0.12      -0.12    1.11486 	       1.1777215     -0.016940808         1.335372 
     -0.12      -0.12    1.13514 	      0.83045644      -0.14265146        1.2607081 
     -0.12      -0.12    1.15541 	      0.55486412      -0.22137446        1.0563364 
     -0.12      -0.12    1.17568 	      0.38316691      -0.23437257       0.82455695 
     -0.12      -0.12    1.19595 	      0.28552009      -0.20970143         0.630566 
     -0.12      -0.12    1.21622 	      0.22745658      -0.17406281        0.4848676 
     -0.12      -0.12    1.23649 	      0.18909378      -0.13990361       0.37789006 
     -0.12      -0.12    1.25676 	      0.16104153      -0.11103761       0.29864014 
     -0.12      -0.12    1.27703 	      0.13900101      -0.08781456       0.23890743 
     -0.12      -0.12     1.2973 	       0.1209121     -0.069502117       0.19309366 
     -0.12      -0.12    1.31757 	      0.10569179     -0.055168583       0.15742297 
     -0.12      -0.12    1.33784 	     0.092707093     -0.043966039       0.12929997 
     -0.12      -0.12    1.35811 	     0.081541791     -0.035196367        0.1068967 
     -0.12      -0.12    1.37838 	      0.07189557     -0.028310454       0.08889526 
     -0.12      -0.12    1.39865 	     0.063534614     -0.022883093       0.07432328 
     -0.12      -0.12    1.41892 	     0.056272752     -0.018587186       0.06245089 
     -0.12      -0.12    1.43919 	     0.049953403     -0.015170372      0.052722652 
     -0.12      -0.12    1.45946 	     0.044442738     -0.012441337      0.044708317 
     -0.12      -0.12    1.47973 	      0.03962921      -0.01025079      0.038073416 
     -0.12      -0.12        1.5 	     0.035416655    -0.0084845786      0.032555375 
     -0.12      -0.11          0 	       2.7904356     0.0013457195   -1.2768815e-05 
     -0.12      -0.11  0.0202703 	       2.7904346     0.0013445736   -2.5493894e-06 
     -0.12      -0.11  0.0405405 	       2.7904311     0.0013438205    8.1718174e-06 
     -0.12      -0.11  0.0608108 	       2.7904257     0.0013456612    1.9250499e-05 
     -0.12      -0.11  0.0810811 	       2.7904182     0.0013478342    3.2393982e-05 
     -0.12      -0.11   0.101351 	        2.790408     0.0013517095    4.7026009e-05 
     -0.12      -0.11   0.121622 	       2.7903948      0.001355995    6.4347728e-05 
