     -0.12      -0.12          0 	        2.781525     0.0017495286    3.4767217e-13 
     -0.12      -0.12  0.0202703 	        2.781527     0.0017519645    1.9220078e-05 
     -0.12      -0.12  0.0405405 	       2.7815297      0.001752215    3.8371683e-05 
     -0.12      -0.12  0.0608108 	        2.781532     0.0017537627    5.8140823e-05 
     -0.12      -0.12  0.0810811 	       2.7815342     0.0017579487    8.1155076e-05 
     -0.12      -0.12   0.101351 	       2.7815349     0.0017632239    0.00010792758 
     -0.12      -0.12   0.121622 	       2.7815385     0.0017706423    0.00013577039 
     -0.12      -0.12   0.141892 	       2.7815393     0.0017774994    0.00016787364 
     -0.12      -0.12   0.162162 	       2.7815401      0.001789162    0.00020524586 
     -0.12      -0.12   0.182432 	       2.7815434      0.001805096    0.00025076982 
     -0.12      -0.12   0.202703 	        2.781541     0.0018226888    0.00030523475 
     -0.12      -0.12   0.222973 	       2.7815351     0.0018443945    0.00037247189 
     -0.12      -0.12   0.243243 	       2.7815283      0.001872661    0.00045095707 
     -0.12      -0.12   0.263514 	       2.7815098     0.0019062973    0.00054880323 
     -0.12      -0.12   0.283784 	       2.7814883     0.0019493252    0.00066719519 
     -0.12      -0.12   0.304054 	       2.7814574     0.0020015664    0.00081305315 
     -0.12      -0.12   0.324324 	       2.7814169     0.0020689264    0.00099295746 
     -0.12      -0.12   0.344595 	        2.781359     0.0021445176      0.001212551 
     -0.12      -0.12   0.364865 	       2.7812852     0.0022441107     0.0014838685 
     -0.12      -0.12   0.385135 	       2.7811848     0.0023675882      0.001817984 
     -0.12      -0.12   0.405405 	       2.7810547     0.0025199651     0.0022300868 
     -0.12      -0.12   0.425676 	       2.7808862     0.0027090077     0.0027400257 
     -0.12      -0.12   0.445946 	       2.7806722     0.0029402075     0.0033710257 
     -0.12      -0.12   0.466216 	       2.7803956     0.0032289472     0.0041516053 
     -0.12      -0.12   0.486486 	       2.7800455      0.003586096     0.0051164835 
     -0.12      -0.12   0.506757 	       2.7795998     0.0040253919     0.0063129813 
     -0.12      -0.12   0.527027 	       2.7790385     0.0045726624     0.0077930954 
     -0.12      -0.12   0.547297 	       2.7783305     0.0052422906     0.0096232333 
     -0.12      -0.12   0.567568 	       2.7774392     0.0060678903       0.01189288 
     -0.12      -0.12   0.587838 	       2.7763152     0.0070875489      0.014698814 
     -0.12      -0.12   0.608108 	       2.7749035     0.0083378029      0.018171276 
     -0.12      -0.12   0.628378 	       2.7731294     0.0098717911      0.022465726 
     -0.12      -0.12   0.648649 	       2.7708978      0.011751968      0.027775901 
     -0.12      -0.12   0.668919 	       2.7680955      0.014048854      0.034331935 
     -0.12      -0.12   0.689189 	        2.764569      0.016840527      0.042419911 
     -0.12      -0.12   0.709459 	       2.7601255      0.020231231      0.052403247 
     -0.12      -0.12    0.72973 	       2.7545276      0.024321681      0.064691227 
     -0.12      -0.12       0.75 	       2.7474575      0.029232398       0.07979665 
     -0.12      -0.12    0.77027 	       2.7385122      0.035079813      0.098331292 
     -0.12      -0.12   0.790541 	       2.7271778      0.041988059        0.1210183 
     -0.12      -0.12   0.810811 	       2.7127808      0.050048969       0.14869275 
     -0.12      -0.12   0.831081 	       2.6944525      0.059312521       0.18231843 
     -0.12      -0.12   0.851351 	       2.6710697      0.069743561       0.22295362 
     -0.12      -0.12   0.871622 	       2.6411814      0.081163712       0.27171252 
     -0.12      -0.12   0.891892 	       2.6029281      0.093170817         0.329662 
     -0.12      -0.12   0.912162 	        2.553962       0.10504077       0.39765478 
     -0.12      -0.12   0.932432 	       2.4913868       0.11560455       0.47601358 
     -0.12      -0.12   0.952703 	       2.4117887        0.1231571       0.56408131 
     -0.12      -0.12   0.972973 	       2.3114405       0.12544761       0.65954685 
     -0.12      -0.12   0.993243 	       2.1868763       0.11990299       0.75771602 
     -0.12      -0.12    1.01351 	       2.0359267       0.10422564       0.85096646 
     -0.12      -0.12    1.03378 	       1.8592445      0.077416946       0.92903237 
     -0.12      -0.12    1.05405 	       1.6617265      0.040889907       0.98080737 
     -0.12      -0.12    1.07432 	       1.4528415     -0.001086247       0.99763762 
     -0.12      -0.12    1.09459 	       1.2449604     -0.042349515       0.97670909 
     -0.12      -0.12    1.11486 	       1.0500905     -0.076979754       0.92230813 
