#Field Shape
#<B> = (2.8867 1.49854e-10 2.63444e-05)
#<B^2> = (8.36119 1.65981e-09 8.1267e-10)
#sigmaBx/Bx0 = 0.0581241
#<dBx/dx>/Bx0 = -0.000947263
#8th order polynomial (165 terms) fit to Bx centered at <	0.0315,	0,	0	>, rms residual = 1.64334e-06
         2.896512486	 0 0 0
     -0.008398008393	 0 0 1
      -0.01860585685	 0 0 2
       0.09351228209	 0 0 3
       -0.9990844818	 0 0 4
        -15.88385253	 0 0 5
          78.0103833	 0 0 6
         675.7636648	 0 0 7
        -267.5440718	 0 0 8
     2.397873548e-06	 0 1 0
    -4.408452878e-06	 0 1 1
      0.002699175094	 0 1 2
        0.1036633581	 0 1 3
        -1.117744026	 0 1 4
        -31.63266684	 0 1 5
         92.83426973	 0 1 6
         2320.810221	 0 1 7
       0.05744485436	 0 2 0
        0.1290494524	 0 2 1
        -2.941708285	 0 2 2
        -19.24030941	 0 2 3
         875.5530011	 0 2 4
         1377.061677	 0 2 5
        -51889.21708	 0 2 6
      -0.01562722256	 0 3 0
       -0.1304852121	 0 3 1
         3.819828952	 0 3 2
         59.12135631	 0 3 3
        -355.7649521	 0 3 4
        -4654.321219	 0 3 5
        0.6052336507	 0 4 0
        -59.16711329	 0 4 1
         1786.894353	 0 4 2
         341.5384917	 0 4 3
        -242887.5832	 0 4 4
         24.84330938	 0 5 0
        -140.0616502	 0 5 1
        -964.7338747	 0 5 2
        -36456.21319	 0 5 3
        -7913.887175	 0 6 0
         50680.83516	 0 6 1
        -131411.1039	 0 6 2
        -15628.29301	 0 7 0
         334790.0452	 0 7 1
         10129348.65	 0 8 0
     -0.002739081639	 1 0 0
       0.00238137098	 1 0 1
       0.08250511284	 1 0 2
        -0.637837007	 1 0 3
        -19.96444295	 1 0 4
          142.100185	 1 0 5
         1215.345411	 1 0 6
        -9074.049314	 1 0 7
    -9.227877705e-05	 1 1 0
     2.822219814e-05	 1 1 1
       -0.1017069597	 1 1 2
      -0.01030166193	 1 1 3
         17.70806578	 1 1 4
        -41.41555165	 1 1 5
        -494.4072006	 1 1 6
       -0.6847093103	 1 2 0
        -8.451822803	 1 2 1
         18.68972306	 1 2 2
         886.6123421	 1 2 3
         2078.705211	 1 2 4
        -62608.76922	 1 2 5
        0.6956288136	 1 3 0
        -7.084337924	 1 3 1
         46.58388231	 1 3 2
        -123.6858371	 1 3 3
        -14090.87744	 1 3 4
        -272.1998388	 1 4 0
         15941.44321	 1 4 1
         -32066.0528	 1 4 2
        -122179.3946	 1 4 3
        -867.8430124	 1 5 0
         13759.68655	 1 5 1
         77636.12982	 1 5 2
         285532.2117	 1 6 0
        -10281068.54	 1 6 1
        -364336.0334	 1 7 0
      -0.03517943608	 2 0 0
        -0.136099141	 2 0 1
       -0.8332894195	 2 0 2
         14.72068627	 2 0 3
          459.855076	 2 0 4
         312.3240578	 2 0 5
         -42231.2926	 2 0 6
      -0.01294416461	 2 1 0
       -0.8574538942	 2 1 1
         4.019058208	 2 1 2
         147.0708282	 2 1 3
        -158.4966169	 2 1 4
        -7839.206968	 2 1 5
        -1.143951053	 2 2 0
         140.6554601	 2 2 1
        -4499.883397	 2 2 2
        -14587.43001	 2 2 3
         318189.4004	 2 2 4
          26.4215407	 2 3 0
         416.0496744	 2 3 1
        -3606.409439	 2 3 2
         4126.170418	 2 3 3
        -10582.63546	 2 4 0
        -70230.65478	 2 4 1
         2904401.722	 2 4 2
        -16323.01353	 2 5 0
        -10831.64473	 2 5 1
        -10204472.11	 2 6 0
        0.4198138405	 3 0 0
        -5.405353787	 3 0 1
        -17.35802457	 3 0 2
         532.4870079	 3 0 3
        -463.4344166	 3 0 4
        -15371.19183	 3 0 5
        0.3664806565	 3 1 0
         14.17005468	 3 1 1
         97.29990385	 3 1 2
        -490.3001425	 3 1 3
        -36585.61446	 3 1 4
         161.2432312	 3 2 0
         5143.911431	 3 2 1
         5228.566614	 3 2 2
        -250229.7126	 3 2 3
        -516.7430481	 3 3 0
        -8308.310105	 3 3 1
         43313.14759	 3 3 2
         224341.9144	 3 4 0
        -11858116.72	 3 4 1
          2962969.83	 3 5 0
         4.083248225	 4 0 0
         255.9908663	 4 0 1
        -2323.520065	 4 0 2
        -25793.82897	 4 0 3
         323173.0551	 4 0 4
         7.713220811	 4 1 0
         1418.541114	 4 1 1
        -855.6885497	 4 1 2
        -72278.05645	 4 1 3
        -3504.210742	 4 2 0
         66417.85957	 4 2 1
        -2288461.281	 4 2 2
         3526.242271	 4 3 0
        -618457.8105	 4 3 1
          33608396.5	 4 4 0
        -945.4332547	 5 0 0
         17925.07337	 5 0 1
         42831.53227	 5 0 2
        -885231.5706	 5 0 3
         899.8731586	 5 1 0
        -15983.32672	 5 1 1
         365169.9203	 5 1 2
        -549729.1897	 5 2 0
         5971898.755	 5 2 1
          -4214110.2	 5 3 0
        -24956.09321	 6 0 0
        -143252.0253	 6 0 1
         988846.9919	 6 0 2
        -26041.48146	 6 1 0
        -1118842.314	 6 1 1
        -16087900.52	 6 2 0
         1267230.386	 7 0 0
        -19445011.04	 7 0 1
        -2238507.613	 7 1 0
         42238533.72	 8 0 0
#8th order polynomial (165 terms) fit to By centered at <	0.03150000097,	0,	0	>, rms residual = 8.676974105e-07
     1.028348614e-08	 0 0 0
     4.364284925e-06	 0 0 1
     5.317449707e-05	 0 0 2
     -0.002279431373	 0 0 3
      -0.04273445477	 0 0 4
        0.2933861863	 0 0 5
         7.032133097	 0 0 6
        -6.504847893	 0 0 7
        -298.9265576	 0 0 8
      0.002752153853	 0 1 0
     -0.002389997155	 0 1 1
      -0.05244006226	 0 1 2
         1.210972137	 0 1 3
         6.523607103	 0 1 4
        -144.6168582	 0 1 5
        -354.8977058	 0 1 6
         4658.876813	 0 1 7
    -0.0001801287111	 0 2 0
     -0.005073650424	 0 2 1
       0.05216059792	 0 2 2
         1.434733077	 0 2 3
         -7.89996021	 0 2 4
         -71.0368933	 0 2 5
         1176.991843	 0 2 6
        0.1895470508	 0 3 0
         2.675817177	 0 3 1
         80.51581519	 0 3 2
        -1515.015535	 0 3 3
        -4535.917243	 0 3 4
         79855.55354	 0 3 5
        0.1756928709	 0 4 0
           10.499423	 0 4 1
         31.17279415	 0 4 2
        -1666.283412	 0 4 3
        -30000.10494	 0 4 4
        -30.58355389	 0 5 0
        -1634.092959	 0 5 1
        -25357.51579	 0 5 2
         532686.2961	 0 5 3
         265.1497404	 0 6 0
        -4447.970332	 0 6 1
         166308.5766	 0 6 2
         22330.42088	 0 7 0
         575732.9288	 0 7 1
        -707224.8485	 0 8 0
      5.52818446e-07	 1 0 0
     5.488966676e-06	 1 0 1
     -0.002266584688	 1 0 2
       -0.0657222369	 1 0 3
       0.06149782644	 1 0 4
         9.133993401	 1 0 5
          25.3226682	 1 0 6
        -146.8107012	 1 0 7
       0.07327974639	 1 1 0
       0.02495574099	 1 1 1
         2.609075385	 1 1 2
        -6.669452258	 1 1 3
        -493.4630022	 1 1 4
        -647.9858778	 1 1 5
         22855.12805	 1 1 6
    -0.0005005975748	 1 2 0
        0.1127985141	 1 2 1
          5.56132997	 1 2 2
          115.445452	 1 2 3
        -985.5904828	 1 2 4
        -18946.87449	 1 2 5
         -1.18203565	 1 3 0
         92.76664065	 1 3 1
        -1912.422245	 1 3 2
         11942.20557	 1 3 3
         86045.34874	 1 3 4
        -17.61300974	 1 4 0
          -653.43375	 1 4 1
         2561.604397	 1 4 2
         76192.01032	 1 4 3
         14904.57083	 1 5 0
        -181476.3379	 1 5 1
          2097418.17	 1 5 2
          15499.0858	 1 6 0
         385026.4681	 1 6 1
