year mo dd hr mn sc dsub1_Bx dsub1_By dsub1_Bz dsub2_Bx dsub2_By dsub2_Bz dsub3_Bx dsub3_By dsub3_Bz dsub4_Bx dsub4_By dsub4_Bz dsub5_Bx dsub5_By dsub5_Bz
2014 07 15 14 53 41 -42.741973 -9.354120 -41.907176 -32.612351 27.627971 -16.043791 38.358905 8.696915 -32.597397 19.630082 11.804022 -20.492516 -6.030550 -37.720464 -61.040328
2014 07 15 14 53 41 -42.741973 -9.354120 -41.907176 -32.612351 27.627971 -16.043791 38.358905 8.696915 -32.597397 19.630082 11.804022 -20.492516 -6.030550 -37.720464 -61.040328
2014 07 15 14 53 41 -42.592961 -9.295707 -41.749820 -32.508639 27.484919 -15.968689 38.684346 8.085371 -32.744025 19.823201 11.335529 -20.484172 -5.882730 -38.059018 -61.061786
2014 07 15 14 53 42 -42.592961 -9.295707 -41.749820 -32.508639 27.484919 -15.968689 38.684346 8.085371 -32.744025 19.823201 11.335529 -20.484172 -5.882730 -38.059018 -61.061786
2014 07 15 14 53 42 -42.592961 -9.537702 -41.861876 -32.662419 27.456309 -16.344198 38.370826 8.502604 -32.673691 19.568093 11.722959 -20.512782 -6.057968 -37.839673 -61.034368
2014 07 15 14 53 42 -42.592961 -9.537702 -41.861876 -32.662419 27.456309 -16.344198 38.370826 8.502604 -32.673691 19.568093 11.722959 -20.512782 -6.057968 -37.839673 -61.034368
2014 07 15 14 53 42 -42.628724 -9.408956 -41.973933 -32.704143 27.534987 -16.316780 38.351752 8.580090 -32.630776 19.647963 11.821903 -20.462714 -6.098499 -37.598870 -61.012910
2014 07 15 14 53 43 -42.628724 -9.408956 -41.973933 -32.704143 27.534987 -16.316780 38.351752 8.580090 -32.630776 19.647963 11.821903 -20.462714 -6.098499 -37.598870 -61.012910
2014 07 15 14 53 43 -42.678792 -9.125238 -41.761741 -32.625464 27.728106 -15.949615 38.597323 8.378626 -32.693957 19.880422 11.533417 -20.447217 -5.767097 -37.828944 -60.996221
2014 07 15 14 53 43 -42.571504 -9.547239 -41.828498 -32.601623 27.371671 -16.229757 38.501956 8.170010 -32.677268 19.693263 11.449970 -20.493709 -6.066312 -37.760995 -61.129735
