year mo dd hr mn sc dsub1_Bx dsub1_By dsub1_Bz dsub2_Bx dsub2_By dsub2_Bz dsub3_Bx dsub3_By dsub3_Bz dsub4_Bx dsub4_By dsub4_Bz dsub5_Bx dsub5_By dsub5_Bz
2014 07 15 15 20 34 -42.828996 -9.227758 -41.708096 -32.915143 27.508761 -15.795835 38.352944 8.307100 -32.629584 19.681342 11.447586 -20.392381 -6.055583 -37.921927 -60.939000
2014 07 15 15 20 35 -42.688329 -9.261137 -41.678294 -32.990245 27.400281 -16.009220 38.345792 8.179546 -32.633160 19.577630 11.420168 -20.355426 -6.109228 -37.870667 -60.913966
2014 07 15 15 20 35 -42.730052 -9.351736 -41.710481 -32.888917 27.346637 -16.053328 38.271882 8.190275 -32.590245 19.590743 11.446394 -20.360194 -6.206979 -37.808679 -61.084436
2014 07 15 15 20 35 -42.788465 -9.450679 -41.724786 -32.886533 27.418162 -16.214260 38.152673 8.441807 -32.642697 19.477494 11.577524 -20.490132 -6.253471 -37.765763 -61.008142
2014 07 15 15 20 35 -42.828996 -9.331470 -41.931018 -32.986669 27.534987 -16.219028 38.081147 8.596779 -32.559250 19.525178 11.708654 -20.405494 -6.177177 -37.724040 -60.919927
2014 07 15 15 20 36 -42.882640 -9.178882 -41.826114 -32.933024 27.636315 -15.910276 38.195588 8.602739 -32.521103 19.559749 11.659779 -20.504437 -6.068696 -37.840865 -60.861514
2014 07 15 15 20 36 -42.832572 -9.171730 -41.759356 -32.873420 27.511146 -15.888819 38.320758 8.371473 -32.585476 19.689687 11.441626 -20.425759 -6.044855 -37.855170 -60.946153
2014 07 15 15 20 36 -42.707402 -9.333854 -41.649684 -32.884149 27.439620 -15.961536 38.345792 8.209349 -32.596205 19.612201 11.401094 -20.398341 -6.129493 -37.843249 -60.969995
2014 07 15 15 20 36 -42.738397 -9.411340 -41.765317 -32.913951 27.363326 -16.086706 38.267114 8.260609 -32.590245 19.544251 11.440433 -20.361386 -6.228437 -37.824176 -60.986684
2014 07 15 15 20 37 -42.781312 -9.318357 -41.889295 -32.987861 27.482535 -16.188034 38.078763 8.512140 -32.556866 19.457229 11.664547 -20.436488 -6.211748 -37.716887 -60.946153
2014 07 15 15 20 37 -42.894561 -9.214645 -41.805848 -32.912759 27.614858 -15.918621 38.169362 8.634926 -32.538985 19.562133 11.719383 -20.420991 -6.147375 -37.770532 -60.888933
