    0.0125     -0.025       -0.1 	       2.7224397   -3.1598786e-05    2.0306996e-05 
    0.0125     -0.025 -0.0979798 	        2.722442    -3.209495e-05    1.9836339e-05 
    0.0125     -0.025 -0.0959596 	       2.7224446   -3.1498094e-05    1.9377491e-05 
    0.0125     -0.025 -0.0939394 	       2.7224479   -2.9777833e-05     1.820805e-05 
    0.0125     -0.025 -0.0919192 	       2.7224491   -2.9711018e-05    1.7023199e-05 
    0.0125     -0.025  -0.089899 	       2.7224513   -2.9674158e-05    1.6545054e-05 
    0.0125     -0.025 -0.0878788 	       2.7224549   -3.0669751e-05    1.6788999e-05 
    0.0125     -0.025 -0.0858586 	       2.7224564   -3.0878264e-05    1.6118865e-05 
    0.0125     -0.025 -0.0838384 	        2.722459   -3.2445328e-05    1.6335015e-05 
    0.0125     -0.025 -0.0818182 	       2.7224615   -3.2157649e-05    1.5853982e-05 
    0.0125     -0.025  -0.079798 	         2.72244   -2.8046943e-05    1.4618899e-05 
    0.0125     -0.025 -0.0777778 	       2.7224641   -3.5277737e-05    1.4701819e-05 
    0.0125     -0.025 -0.0757576 	       2.7225171   -2.1593299e-05    1.3431763e-05 
    0.0125     -0.025 -0.0737374 	       2.7224681   -2.9615549e-05    1.3561105e-05 
    0.0125     -0.025 -0.0717172 	       2.7224692   -2.9636137e-05    1.3046493e-05 
    0.0125     -0.025  -0.069697 	       2.7224715   -2.9540474e-05    1.2698542e-05 
    0.0125     -0.025 -0.0676768 	       2.7224746   -3.0743458e-05    1.0974113e-05 
    0.0125     -0.025 -0.0656566 	       2.7224786   -2.6312335e-05    9.4428282e-06 
    0.0125     -0.025 -0.0636364 	       2.7224802   -2.6308846e-05    8.9933437e-06 
    0.0125     -0.025 -0.0616162 	       2.7224817   -2.6267717e-05    8.6800232e-06 
    0.0125     -0.025  -0.059596 	       2.7224803     -2.85219e-05    1.1189926e-05 
    0.0125     -0.025 -0.0575758 	       2.7224816   -2.8253526e-05    1.0499243e-05 
    0.0125     -0.025 -0.0555556 	       2.7224813   -2.9026639e-05    9.5584238e-06 
    0.0125     -0.025 -0.0535354 	       2.7224801   -2.6351222e-05    7.2491312e-06 
    0.0125     -0.025 -0.0515152 	       2.7224812   -2.6249622e-05    6.7694201e-06 
    0.0125     -0.025  -0.049495 	       2.7224823   -2.6250998e-05    6.3607511e-06 
    0.0125     -0.025 -0.0474747 	       2.7224832   -2.6497517e-05    5.9407087e-06 
    0.0125     -0.025 -0.0454545 	       2.7224844   -2.6232071e-05    5.5320458e-06 
    0.0125     -0.025 -0.0434343 	       2.7224853   -2.6076522e-05    4.9942421e-06 
    0.0125     -0.025 -0.0414141 	       2.7224892   -2.9234296e-05    6.6498878e-06 
    0.0125     -0.025 -0.0393939 	       2.7224935   -2.7134211e-05    4.3195804e-06 
